msg,cat,idx
12 12 12 12 12 12 1 1 0,1 1 1 1 0,159302
12 12 12 12 12 12 1 1 0,1 1 1 1 0,224183
12 12 12 12 12 12 1 1 0,1 1 1 1 0,142535
12 12 12 12 12 12 1 1 0,1 1 1 1 0,60887
12 12 12 12 12 12 1 1 0,1 1 1 1 0,218351
12 12 12 12 12 12 1 1 0,1 1 1 1 0,43148
12 12 12 12 12 12 1 1 0,1 1 1 1 0,223940
12 12 12 12 12 12 1 1 0,1 1 1 1 0,35129
12 12 12 12 12 12 1 1 0,1 1 1 1 0,99281
12 12 12 12 12 12 1 1 0,1 1 1 1 0,60644
12 12 12 12 12 12 1 1 0,1 1 1 1 0,147881
12 12 12 12 12 12 1 1 0,1 1 1 1 0,173882
12 12 12 12 12 12 1 1 0,1 1 1 1 0,227585
12 12 12 12 12 12 1 1 0,1 1 1 1 0,146180
12 12 12 12 12 12 1 1 0,1 1 1 1 0,41447
12 12 12 12 12 12 1 1 0,1 1 1 1 0,49466
12 12 12 12 12 12 1 1 0,1 1 1 1 0,233417
12 12 12 12 12 12 1 1 0,1 1 1 1 0,158573
12 12 12 12 12 12 1 1 0,1 1 1 1 0,199397
12 12 12 12 12 12 1 1 0,1 1 1 1 0,124310
12 12 12 12 12 12 1 1 0,1 1 1 1 0,174611
12 12 12 12 12 12 1 1 0,1 1 1 1 0,45578
12 12 12 12 12 12 1 1 0,1 1 1 1 0,13745
12 12 12 12 12 12 1 1 0,1 1 1 1 0,109001
12 12 12 12 12 12 1 1 0,1 1 1 1 0,178256
12 12 12 12 12 12 1 1 0,1 1 1 1 0,236333
12 12 12 12 12 12 1 1 0,1 1 1 1 0,46307
12 12 12 12 12 12 1 1 0,1 1 1 1 0,115319
12 12 12 12 12 12 1 1 0,1 1 1 1 0,147152
12 12 12 12 12 12 1 1 0,1 1 1 1 0,43148
12 12 12 12 12 12 1 1 0,1 1 1 1 0,147152
12 12 12 12 12 12 1 1 0,1 1 1 1 0,138161
12 12 12 12 12 12 1 1 0,1 1 1 1 0,32942
12 12 12 12 12 12 1 1 0,1 1 1 1 0,149825
12 12 12 12 12 12 1 1 0,1 1 1 1 0,54812
12 12 12 12 12 12 1 1 0,1 1 1 1 0,141077
12 12 12 12 12 12 1 1 0,1 1 1 1 0,99038
12 12 12 12 12 12 1 1 0,1 1 1 1 0,174611
12 12 12 12 12 12 1 1 0,1 1 1 1 0,14474
12 12 12 12 12 12 1 1 0,1 1 1 1 0,60644
12 12 12 12 12 12 1 1 0,1 1 1 1 0,135245
12 12 12 12 12 12 1 1 0,1 1 1 1 0,140105
12 12 12 12 12 12 1 1 0,1 1 1 1 0,116777
12 12 12 12 12 12 1 1 0,1 1 1 1 0,174611
12 12 12 12 12 12 1 1 0,1 1 1 1 0,71579
12 12 12 12 12 12 1 1 0,1 1 1 1 0,22736
12 12 12 12 12 12 1 1 0,1 1 1 1 0,99038
12 12 12 12 12 12 1 1 0,1 1 1 1 0,143507
12 12 12 12 12 12 1 1 0,1 1 1 1 0,56756
12 12 12 12 12 12 1 1 0,1 1 1 1 0,114833
12 9 4 0,1 1 1 1 0,159788
12 12 12 12 12 12 1 1 0,1 1 1 1 0,136946
12 12 12 12 12 12 1 1 0,1 1 1 1 0,174368
12 12 12 12 12 12 1 1 0,1 1 1 1 0,126983
12 12 12 12 12 12 1 1 0,1 1 1 1 0,164405
12 12 12 12 12 12 1 1 0,1 1 1 1 0,157115
12 12 12 12 12 12 1 1 0,1 1 1 1 0,100496
12 12 12 12 12 12 1 1 0,1 1 1 1 0,164405
12 12 12 12 12 12 1 1 0,1 1 1 1 0,219809
12 12 12 12 12 12 1 1 0,1 1 1 1 0,108515
12 12 12 12 12 12 1 1 0,1 1 1 1 0,35129
12 12 12 12 12 12 1 1 0,1 1 1 1 0,9128
12 12 12 12 12 12 1 1 0,1 1 1 1 0,145694
9 9 9 9 9 9 9 1 0,1 1 1 0 1,55302
9 9 9 9 9 9 9 1 0,1 1 1 0 1,92724
9 9 9 9 9 9 9 1 0,1 1 1 0 1,204747
9 9 9 9 9 9 9 1 0,1 1 1 0 1,71097
9 9 9 9 9 9 9 1 0,1 1 1 0 1,43638
9 9 9 9 9 9 9 1 0,1 1 1 0 1,117753
9 9 9 9 9 9 9 1 0,1 1 1 0 1,92724
9 9 9 9 9 9 9 1 0,1 1 1 0 1,126258
9 9 9 9 9 9 9 1 0,1 1 1 0 1,203289
9 9 9 9 9 9 9 1 0,1 1 1 0 1,9861
9 9 9 9 9 9 9 1 0,1 1 1 0 1,98070
9 9 9 9 9 9 9 1 0,1 1 1 0 1,90780
9 9 9 9 9 9 9 1 0,1 1 1 0 1,237552
9 9 9 9 9 9 9 1 0,1 1 1 0 1,152745
9 9 9 9 9 9 9 1 0,1 1 1 0 1,43638
9 9 9 9 9 9 9 1 0,1 1 1 0 1,98070
9 9 9 9 9 9 9 1 0,1 1 1 0 1,169512
9 9 9 9 9 9 9 1 0,1 1 1 0 1,67938
9 9 9 9 9 9 9 1 0,1 1 1 0 1,9861
9 9 9 9 9 9 9 1 0,1 1 1 0 1,233421
9 9 9 9 9 9 9 1 0,1 1 1 0 1,148128
9 9 9 9 9 9 9 1 0,1 1 1 0 1,10590
9 9 9 9 9 9 9 1 0,1 1 1 0 1,33918
9 9 9 9 9 9 9 1 0,1 1 1 0 1,169026
9 9 9 9 9 9 9 1 0,1 1 1 0 1,141567
9 9 9 9 9 9 9 1 0,1 1 1 0 1,143025
9 9 9 9 9 9 9 1 0,1 1 1 0 1,222972
9 9 9 9 9 9 9 1 0,1 1 1 0 1,226131
9 9 9 9 9 9 9 1 0,1 1 1 0 1,89079
9 9 9 9 9 9 9 1 0,1 1 1 0 1,127473
9 9 9 9 9 9 9 1 0,1 1 1 0 1,125043
9 9 9 9 9 9 9 1 0,1 1 1 0 1,50199
9 9 9 9 9 9 9 1 0,1 1 1 0 1,58704
9 9 9 9 9 9 9 1 0,1 1 1 0 1,74742
9 9 9 9 9 9 9 1 0,1 1 1 0 1,50685
9 9 9 9 9 9 9 1 0,1 1 1 0 1,132090
9 9 9 9 9 9 9 1 0,1 1 1 0 1,67695
9 9 9 9 9 9 9 1 0,1 1 1 0 1,208878
9 9 9 9 9 9 9 1 0,1 1 1 0 1,202317
9 9 9 9 9 9 9 1 0,1 1 1 0 1,174615
9 9 9 9 9 9 9 1 0,1 1 1 0 1,65265
9 9 9 9 9 9 9 1 0,1 1 1 0 1,139137
9 9 9 9 9 9 9 1 0,1 1 1 0 1,90780
9 9 9 9 9 9 9 1 0,1 1 1 0 1,29544
9 9 9 9 9 9 9 1 0,1 1 1 0 1,214467
9 9 9 9 9 9 9 1 0,1 1 1 0 1,88836
9 9 9 9 9 9 9 1 0,1 1 1 0 1,33918
9 9 9 9 9 9 9 1 0,1 1 1 0 1,86406
9 9 9 9 9 9 9 1 0,1 1 1 0 1,155418
9 9 9 9 9 9 9 1 0,1 1 1 0 1,108519
9 9 9 9 9 9 9 1 0,1 1 1 0 1,149343
9 9 9 9 9 9 9 1 0,1 1 1 0 1,9861
9 9 9 9 9 9 9 1 0,1 1 1 0 1,36105
9 9 9 9 9 9 9 1 0,1 1 1 0 1,208149
9 9 9 9 9 9 9 1 0,1 1 1 0 1,88836
9 9 9 9 9 9 9 1 0,1 1 1 0 1,198915
9 9 9 9 9 9 9 1 0,1 1 1 0 1,178746
9 9 9 9 9 9 9 1 0,1 1 1 0 1,207177
9 9 9 9 9 9 9 1 0,1 1 1 0 1,10590
9 9 9 9 9 9 9 1 0,1 1 1 0 1,169998
9 9 9 9 9 9 9 1 0,1 1 1 0 1,169755
9 9 9 9 9 9 9 1 0,1 1 1 0 1,170241
9 9 9 9 9 9 9 1 0,1 1 1 0 1,13263
9 9 9 9 9 9 9 1 0,1 1 1 0 1,10347
9 9 9 9 9 9 9 1 0,1 1 1 0 1,38292
9 9 9 9 9 9 9 1 0,1 1 1 0 1,112407
9 9 9 9 9 9 9 1 0,1 1 1 0 1,51171
9 9 9 9 9 9 9 1 0,1 1 1 0 1,154203
9 9 9 9 9 9 9 1 0,1 1 1 0 1,22254
9 9 9 9 9 9 9 1 0,1 1 1 0 1,10347
9 9 9 9 9 9 9 1 0,1 1 1 0 1,39021
9 9 9 9 9 9 9 1 0,1 1 1 0 1,230262
9 9 9 9 9 9 9 1 0,1 1 1 0 1,6216
9 9 9 9 9 9 9 1 0,1 1 1 0 1,131118
9 9 9 9 9 9 9 1 0,1 1 1 0 1,193326
9 9 9 9 9 9 9 1 0,1 1 1 0 1,89079
9 9 9 9 9 9 9 1 0,1 1 1 0 1,185064
9 9 9 9 9 9 9 1 0,1 1 1 0 1,9861
9 9 9 9 9 9 9 1 0,1 1 1 0 1,67695
9 9 9 9 9 9 9 1 0,1 1 1 0 1,165624
9 9 9 9 9 9 9 1 0,1 1 1 0 1,99285
9 9 9 9 9 9 9 1 0,1 1 1 0 1,127473
9 9 9 9 9 9 9 1 0,1 1 1 0 1,8889
9 9 9 9 9 9 9 1 0,1 1 1 0 1,99042
9 9 9 9 9 9 9 1 0,1 1 1 0 1,229533
9 9 9 9 9 9 9 1 0,1 1 1 0 1,126258
9 9 9 9 9 9 9 1 0,1 1 1 0 1,183363
9 9 9 9 9 9 9 1 0,1 1 1 0 1,54330
9 9 9 9 9 9 9 1 0,1 1 1 0 1,8646
9 9 9 9 9 9 9 1 0,1 1 1 0 1,202317
9 9 9 9 9 9 9 1 0,1 1 1 0 1,181905
9 9 9 9 9 9 9 1 0,1 1 1 0 1,99042
9 9 9 9 9 9 9 1 0,1 1 1 0 1,107304
9 9 9 9 9 9 1 0,1 1 1 0 1,177774
9 9 9 9 9 9 9 1 0,1 1 1 0 1,169512
9 9 9 9 9 9 9 1 0,1 1 1 0 1,150072
9 9 9 9 9 9 9 1 0,1 1 1 0 1,218598
9 9 9 9 9 9 9 1 0,1 1 1 0 1,229047
9 9 9 9 9 9 9 1 0,1 1 1 0 1,28329
9 9 9 9 9 9 9 1 0,1 1 1 0 1,203289
9 9 9 9 9 9 9 1 0,1 1 1 0 1,242898
9 9 9 9 9 9 9 1 0,1 1 1 0 1,174129
9 9 9 9 9 9 9 1 0,1 1 1 0 1,226374
9 9 9 9 9 9 9 1 0,1 1 1 0 1,145698
9 9 9 9 9 9 9 1 0,1 1 1 0 1,151044
9 9 9 9 9 9 9 1 0,1 1 1 0 1,181905
9 9 9 9 9 9 9 1 0,1 1 1 0 1,93210
9 9 9 9 9 9 9 1 0,1 1 1 0 1,175101
9 9 9 9 9 9 9 1 0,1 1 1 0 1,94668
9 9 9 9 9 9 9 1 0,1 1 1 0 1,90780
9 9 9 9 9 9 9 1 0,1 1 1 0 1,150558
9 9 9 9 9 9 9 1 0,1 1 1 0 1,109734
9 9 9 9 9 9 9 1 0,1 1 1 0 1,157119
9 9 9 9 9 9 9 1 0,1 1 1 0 1,202317
9 9 9 9 9 9 9 1 0,1 1 1 0 1,127473
9 9 9 9 9 9 9 1 0,1 1 1 0 1,183363
9 9 9 9 9 9 9 1 0,1 1 1 0 1,242898
9 9 9 9 9 9 9 1 0,1 1 1 0 1,171942
9 9 9 9 9 9 9 1 0,1 1 1 0 1,171942
9 9 9 9 9 9 9 1 0,1 1 1 0 1,29058
9 9 9 9 9 9 9 1 0,1 1 1 0 1,102687
9 9 9 9 9 9 9 1 0,1 1 1 0 1,229533
9 9 9 9 9 9 9 1 0,1 1 1 0 1,146184
9 9 9 9 9 9 9 1 0,1 1 1 0 1,109005
9 9 9 9 9 9 9 1 0,1 1 1 0 1,132090
9 9 9 9 9 9 9 1 0,1 1 1 0 1,8646
9 9 9 9 9 9 9 1 0,1 1 1 0 1,183363
9 9 9 9 9 9 9 1 0,1 1 1 0 1,163923
9 9 9 9 9 9 9 1 0,1 1 1 0 1,144969
9 9 9 9 9 9 9 1 0,1 1 1 0 1,208878
9 9 9 9 9 9 9 1 0,1 1 1 0 1,160278
9 9 9 9 9 9 9 1 0,1 1 1 0 1,218598
9 9 9 9 9 9 9 1 0,1 1 1 0 1,45339
9 9 9 9 9 9 9 1 0,1 1 1 0 1,238038
9 9 9 9 9 9 9 1 0,1 1 1 0 1,29058
9 9 9 9 9 9 9 1 0,1 1 1 0 1,150072
9 9 9 9 9 9 9 1 0,1 1 1 0 1,226131
9 9 9 9 9 9 9 1 0,1 1 1 0 1,242898
9 9 9 9 9 9 9 1 0,1 1 1 0 1,32217
9 9 9 9 9 9 9 1 0,1 1 1 0 1,226374
9 9 9 9 9 9 9 1 0,1 1 1 0 1,41937
9 9 9 9 9 9 9 1 0,1 1 1 0 1,98070
9 9 9 9 9 9 9 1 0,1 1 1 0 1,89079
9 9 9 9 9 9 9 1 0,1 1 1 0 1,169755
9 9 9 9 9 9 9 1 0,1 1 1 0 1,58704
9 9 9 9 9 9 9 1 0,1 1 1 0 1,170484
9 9 9 9 9 9 9 1 0,1 1 1 0 1,79845
9 9 9 9 9 9 9 1 0,1 1 1 0 1,54087
9 9 9 9 9 9 9 1 0,1 1 1 0 1,155418
9 9 9 9 9 9 9 1 0,1 1 1 0 1,183363
9 9 9 9 9 9 9 1 0,1 1 1 0 1,145698
9 9 9 9 9 9 9 1 0,1 1 1 0 1,169998
9 9 9 9 9 9 9 1 0,1 1 1 0 1,196485
9 9 9 9 9 9 9 1 0,1 1 1 0 1,126015
9 9 9 9 9 9 9 1 0,1 1 1 0 1,65022
9 9 9 9 9 9 9 1 0,1 1 1 0 1,125043
9 9 9 9 9 9 9 1 0,1 1 1 0 1,99771
9 9 9 9 9 9 9 1 0,1 1 1 0 1,198672
9 9 9 9 9 9 9 1 0,1 1 1 0 1,202317
9 9 9 9 9 9 9 1 0,1 1 1 0 1,157362
9 9 9 9 9 9 9 1 0,1 1 1 0 1,47040
9 9 9 9 9 9 9 1 0,1 1 1 0 1,203046
9 9 9 9 9 9 9 1 0,1 1 1 0 1,99285
9 9 9 9 9 9 9 1 0,1 1 1 0 1,230262
9 9 9 9 9 9 9 1 0,1 1 1 0 1,212280
9 9 9 9 9 9 9 1 0,1 1 1 0 1,150558
9 9 9 9 9 9 9 1 0,1 1 1 0 1,198915
9 9 9 9 9 9 9 1 0,1 1 1 0 1,189438
9 9 9 9 9 9 9 1 0,1 1 1 0 1,226131
9 9 9 9 9 9 9 1 0,1 1 1 0 1,157362
9 9 9 9 9 9 9 1 0,1 1 1 0 1,13263
9 9 9 9 9 9 9 1 0,1 1 1 0 1,19338
9 9 9 9 9 9 9 1 0,1 1 1 0 1,170241
9 9 9 9 9 9 9 1 0,1 1 1 0 1,149343
9 9 9 9 9 9 9 1 0,1 1 1 0 1,22254
9 9 9 9 9 9 9 1 0,1 1 1 0 1,89079
9 9 9 9 9 9 9 1 0,1 1 1 0 1,169512
9 9 9 9 9 9 9 1 0,1 1 1 0 1,132090
9 9 9 9 9 9 9 1 0,1 1 1 0 1,41937
9 9 9 9 9 9 9 1 0,1 1 1 0 1,103173
9 9 9 9 9 9 9 1 0,1 1 1 0 1,208149
9 9 9 9 9 9 9 1 0,1 1 1 0 1,169998
9 9 9 9 9 9 9 1 0,1 1 1 0 1,59676
9 9 9 9 9 9 9 1 0,1 1 1 0 1,145455
9 9 9 9 9 9 9 1 0,1 1 1 0 1,65265
9 9 9 9 9 9 9 1 0,1 1 1 0 1,208878
9 9 9 9 9 9 9 1 0,1 1 1 0 1,208878
9 9 9 9 9 9 9 1 0,1 1 1 0 1,193326
9 9 9 9 9 9 9 1 0,1 1 1 0 1,78873
9 9 9 9 9 9 9 1 0,1 1 1 0 1,172671
9 9 9 9 9 9 9 1 0,1 1 1 0 1,150558
9 9 9 9 9 9 9 1 0,1 1 1 0 1,229533
9 9 9 9 9 9 9 1 0,1 1 1 0 1,135249
9 9 9 9 9 9 9 1 0,1 1 1 0 1,127473
9 9 9 9 9 9 9 1 0,1 1 1 0 1,117753
9 9 9 9 9 9 9 1 0,1 1 1 0 1,29058
9 9 9 9 9 9 9 1 0,1 1 1 0 1,83004
9 9 9 9 9 9 9 1 0,1 1 1 0 1,193326
9 9 9 9 9 9 9 1 0,1 1 1 0 1,170727
9 9 9 9 9 9 9 1 0,1 1 1 0 1,170484
9 9 9 9 9 9 9 1 0,1 1 1 0 1,10347
9 9 9 9 9 9 9 1 0,1 1 1 0 1,237552
9 9 9 9 9 9 9 1 0,1 1 1 0 1,186036
9 9 9 9 9 9 9 1 0,1 1 1 0 1,13992
9 9 9 9 9 9 9 1 0,1 1 1 0 1,174615
9 9 9 9 9 9 9 1 0,1 1 1 0 1,150558
9 9 9 9 9 9 9 1 0,1 1 1 0 1,67695
9 9 9 9 9 9 9 1 0,1 1 1 0 1,92724
9 9 9 9 9 9 9 1 0,1 1 1 0 1,208878
9 9 9 9 9 9 9 1 0,1 1 1 0 1,28329
9 9 9 9 9 9 1 0,1 1 1 0 1,177774
9 9 9 9 9 9 9 1 0,1 1 1 0 1,152745
9 9 9 9 9 9 9 1 0,1 1 1 0 1,123099
9 9 9 9 9 9 9 1 0,1 1 1 0 1,94182
9 9 9 9 9 9 9 1 0,1 1 1 0 1,141567
9 9 9 9 9 9 9 1 0,1 1 1 0 1,103173
9 9 9 9 9 9 9 1 0,1 1 1 0 1,189195
9 9 9 9 9 9 9 1 0,1 1 1 0 1,79845
9 9 9 9 9 9 9 1 0,1 1 1 0 1,67695
9 9 9 9 9 9 9 1 0,1 1 1 0 1,98070
9 9 9 9 9 9 9 1 0,1 1 1 0 1,198915
9 9 9 9 9 9 9 1 0,1 1 1 0 1,226131
9 9 9 9 9 9 9 1 0,1 1 1 0 1,123099
9 9 9 9 9 9 9 1 0,1 1 1 0 1,54087
9 9 9 9 9 9 9 1 0,1 1 1 0 1,15450
9 9 9 9 9 9 9 1 0,1 1 1 0 1,19338
9 9 9 9 9 9 9 1 0,1 1 1 0 1,227832
9 9 9 9 9 9 9 1 0,1 1 1 0 1,8646
9 9 9 9 9 9 1 0,1 1 1 0 1,90537
9 9 9 9 9 9 9 1 0,1 1 1 0 1,22254
9 9 9 9 9 9 9 1 0,1 1 1 0 1,222972
9 9 9 9 9 9 9 1 0,1 1 1 0 1,59676
9 9 9 9 9 9 9 1 0,1 1 1 0 1,216654
9 9 9 9 9 9 9 1 0,1 1 1 0 1,37563
9 9 9 9 9 9 9 1 0,1 1 1 0 1,152745
9 9 9 9 9 9 9 1 0,1 1 1 0 1,58704
9 9 9 9 9 9 9 1 0,1 1 1 0 1,86649
9 9 9 9 9 9 9 1 0,1 1 1 0 1,145455
9 9 9 9 9 9 9 1 0,1 1 1 0 1,181662
9 9 9 9 9 9 9 1 0,1 1 1 0 1,170484
9 9 9 9 9 9 9 1 0,1 1 1 0 1,165138
9 9 9 9 9 9 9 1 0,1 1 1 0 1,207177
9 9 9 9 9 9 9 1 0,1 1 1 0 1,9861
9 9 9 9 9 9 9 1 0,1 1 1 0 1,198186
9 9 9 9 9 9 9 1 0,1 1 1 0 1,169998
9 9 9 9 9 9 9 1 0,1 1 1 0 1,209607
9 9 9 9 9 9 9 1 0,1 1 1 0 1,38292
9 9 9 9 9 9 9 1 0,1 1 1 0 1,169026
9 9 9 9 9 9 9 1 0,1 1 1 0 1,38535
9 9 9 9 9 9 9 1 0,1 1 1 0 1,169026
9 9 9 9 9 9 9 1 0,1 1 1 0 1,8889
1 1 0,1 1 1 0 0,140111
1 1 0,1 1 1 0 0,31247
1 1 0,1 1 1 0 0,154934
1 1 0,1 1 1 0 0,8648
1 1 0,1 1 1 0 0,161495
1 1 1 0,1 1 1 0 0,110708
1 1 0,1 1 1 0 0,156149
1 1 0,1 1 1 0 0,21770
1 1 0,1 1 1 0 0,157607
1 1 0,1 1 1 0 0,9377
1 1 0,1 1 1 0 0,163439
1 1 0,1 1 1 0 0,13751
1 1 0,1 1 1 0 0,215684
1 1 0,1 1 1 0 0,13265
1 1 0,1 1 1 0 0,171701
1 1 0,1 1 1 0 0,183365
1 1 0,1 1 1 0 0,31733
1 1 0,1 1 1 0 0,174617
1 1 1 0,1 1 1 0 0,90782
1 1 1 0,1 1 1 0 0,153233
1 1 1 0,1 1 1 0 0,138410
1 1 0,1 1 1 0 0,9377
1 1 0,1 1 1 0 0,68183
1 1 0,1 1 1 0 0,90053
1 1 0,1 1 1 0 0,239255
1 1 0,1 1 1 0 0,208394
1 1 0,1 1 1 0 0,182150
1 1 1 0,1 1 1 0 0,233666
1 9 14 0,1 1 1 0 0,159794
1 1 0,1 1 1 0 0,192599
1 1 0,1 1 1 0 0,25172
1 1 0,1 1 1 0 0,194543
1 1 0,1 1 1 0 0,113624
1 1 0,1 1 1 0 0,68912
1 1 0,1 1 1 0 0,74015
1 1 0,1 1 1 0 0,203048
1 1 0,1 1 1 0 0,184580
1 1 0,1 1 1 0 0,113867
1 1 1 0,1 1 1 0 0,135737
1 1 1 0,1 1 1 0 0,240470
1 1 0,1 1 1 0 0,199403
1 1 0,1 1 1 0 0,150317
1 1 1 0,1 1 1 0 0,152018
1 1 0,1 1 1 0 0,88595
1 1 0,1 1 1 0 0,112166
1 1 1 0,1 1 1 0 0,177047
1 1 0,1 1 1 0 0,1601
1 1 0,1 1 1 0 0,200618
1 1 1 0,1 1 1 0 0,139139
1 1 0,1 1 1 0 0,148130
1 1 0,1 1 1 0 0,49958
1 1 0,1 1 1 0 0,220058
1 1 0,1 1 1 0 0,213011
1 1 0,1 1 1 0 0,148616
1 1 0,1 1 1 0 0,48986
1 1 0,1 1 1 0 0,20069
1 1 0,1 1 1 0 0,14966
1 1 1 0,1 1 1 0 0,165626
1 1 0,1 1 1 0 0,184823
1 1 1 0,1 1 1 0 0,36107
1 1 0,1 1 1 0 0,71585
1 1 0,1 1 1 0 0,109736
1 1 1 0,1 1 1 0 0,10835
1 1 0,1 1 1 0 0,156878
1 1 0,1 1 1 0 0,46799
1 1 1 0,1 1 1 0 0,23714
1 1 1 0,1 1 1 0 0,111923
1 1 1 0,1 1 1 0 0,179477
1 1 1 0,1 1 1 0 0,170000
1 1 1 0,1 1 1 0 0,6947
1 1 0,1 1 1 0 0,37565
1 1 1 0,1 1 1 0 0,150074
1 1 0,1 1 1 0 0,148373
1 1 0,1 1 1 0 0,112895
1 1 0,1 1 1 0 0,119213
1 1 0,1 1 1 0 0,37565
1 1 1 0,1 1 1 0 0,55547
1 1 0,1 1 1 0 0,235853
1 1 0,1 1 1 0 0,26144
1 1 0,1 1 1 0 0,211067
1 1 0,1 1 1 0 0,123587
1 1 1 0,1 1 1 0 0,139382
1 1 0,1 1 1 0 0,148616
1 1 0,1 1 1 0 0,29546
1 1 0,1 1 1 0 0,220787
1 1 0,1 1 1 0 0,190412
1 4 0,1 1 1 0 0,86165
1 1 0,1 1 1 0 0,83006
1 1 1 0,1 1 1 0 0,50687
1 1 0,1 1 1 0 0,36350
1 1 0,1 1 1 0 0,21284
1 1 0,1 1 1 0 0,35621
1 1 0,1 1 1 0 0,159551
1 1 1 1 0,1 1 1 0 0,102446
1 1 0,1 1 1 0 0,228806
1 1 1 0,1 1 1 0 0,110708
1 1 0,1 1 1 0 0,223460
1 1 0,1 1 1 0 0,17882
1 1 0,1 1 1 0 0,89810
1 1 0,1 1 1 0 0,32462
1 1 0,1 1 1 0 0,179963
1 1 1 0,1 1 1 0 0,50687
1 1 0,1 1 1 0 0,99530
1 1 0,1 1 1 0 0,95156
1 1 0,1 1 1 0 0,51173
1 1 0,1 1 1 0 0,181178
1 1 0,1 1 1 0 0,85679
1 1 0,1 1 1 0 0,7919
1 1 0,1 1 1 0 0,238769
1 1 0,1 1 1 0 0,132821
1 1 0,1 1 1 0 0,170486
1 1 0,1 1 1 0 0,87380
1 1 0,1 1 1 0 0,170972
1 1 1 0,1 1 1 0 0,202805
1 1 0,1 1 1 0 0,16667
1 1 0,1 1 1 0 0,230993
1 1 1 1 0,1 1 1 0 0,47042
1 1 0,1 1 1 0 0,221516
1 1 1 0,1 1 1 0 0,62108
1 1 0,1 1 1 0 0,30518
1 1 0,1 1 1 0 0,82520
1 1 0,1 1 1 0 0,188954
1 1 0,1 1 1 0 0,200861
1 1 1 1 0,1 1 1 0 0,97343
1 1 0,1 1 1 0 0,165383
1 1 1 0,1 1 1 0 0,202562
1 1 0,1 1 1 0 0,6461
1 1 1 0,1 1 1 0 0,74987
1 1 1 0,1 1 1 0 0,55790
1 1 0,1 1 1 0 0,99044
1 1 0,1 1 1 0 0,42911
1 1 1 0,1 1 1 0 0,102203
1 1 0,1 1 1 0 0,49958
1 1 0,1 1 1 0 0,52631
1 1 0,1 1 1 0 0,79118
1 1 0,1 1 1 0 0,82277
1 1 0,1 1 1 0 0,86408
1 1 0,1 1 1 0 0,36836
1 1 1 0,1 1 1 0 0,132092
1 1 0,1 1 1 0 0,37565
1 1 0,1 1 1 0 0,95642
1 1 0,1 1 1 0 0,188711
1 1 0,1 1 1 0 0,178019
1 1 0,1 1 1 0 0,98072
1 1 0,1 1 1 0 0,195758
1 1 1 0,1 1 1 0 0,61865
1 1 0,1 1 1 0 0,1601
1 1 0,1 1 1 0 0,53360
1 1 0,1 1 1 0 0,180935
1 1 0,1 1 1 0 0,43154
1 1 1 0,1 1 1 0 0,199160
1 1 0,1 1 1 0 0,114353
1 1 0,1 1 1 0 0,135008
1 1 0,1 1 1 0 0,76445
1 1 0,1 1 1 0 0,155663
1 1 0,1 1 1 0 0,11564
1 1 0,1 1 1 0 0,118970
1 1 0,1 1 1 0 0,93212
1 1 0,1 1 1 0 0,132821
1 1 0,1 1 1 0 0,150560
1 1 0,1 1 1 0 0,188954
1 1 1 0,1 1 1 0 0,21527
1 1 0,1 1 1 0 0,107549
1 1 0,1 1 1 0 0,174860
1 1 0,1 1 1 0 0,212525
1 1 0,1 1 1 0 0,79361
1 1 0,1 1 1 0 0,187982
1 1 1 0,1 1 1 0 0,43640
1 1 0,1 1 1 0 0,119456
1 1 0,1 1 1 0 0,18854
1 1 1 0,1 1 1 0 0,235610
1 1 1 0,1 1 1 0 0,196730
1 1 0,1 1 1 0 0,120914
1 1 1 1 0,1 1 1 0 0,106334
1 1 0,1 1 1 0 0,184094
1 1 1 0,1 1 1 0 0,110951
1 1 0,1 1 1 0 0,124073
1 1 0,1 1 1 0 0,83006
1 1 1 0,1 1 1 0 0,218114
1 1 1 1 0,1 1 1 0 0,81791
1 1 1 0,1 1 1 0 0,233180
1 1 1 0,1 1 1 0 0,196244
1 1 0,1 1 1 0 0,229292
1 1 0,1 1 1 0 0,105362
1 1 0,1 1 1 0 0,4517
1 1 0,1 1 1 0 0,133064
1 1 0,1 1 1 0 0,39023
1 1 0,1 1 1 0 0,164411
1 1 0,1 1 1 0 0,235853
1 1 1 0,1 1 1 0 0,190898
1 1 0,1 1 1 0 0,194543
1 1 0,1 1 1 0 0,213254
1 1 0,1 1 1 0 0,35864
1 1 0,1 1 1 0 0,114839
1 1 1 0,1 1 1 0 0,176075
12 1 1 1 1 0,1 1 1 0 0,197945
1 1 0,1 1 1 0 0,71342
1 1 0,1 1 1 0 0,215198
1 1 1 0,1 1 1 0 0,206693
1 1 1 1 0,1 1 1 0 0,204020
1 1 0,1 1 1 0 0,113624
1 1 1 0,1 1 1 0 0,2573
1 1 0,1 1 1 0 0,238040
1 1 0,1 1 1 0 0,74015
1 1 0,1 1 1 0 0,199646
1 1 0,1 1 1 0 0,142541
1 1 0,1 1 1 0 0,142784
1 1 0,1 1 1 0 0,46070
1 1 1 1 0,1 1 1 0 0,120671
1 1 0,1 1 1 0 0,1358
1 1 1 0,1 1 1 0 0,43640
1 1 1 0,1 1 1 0 0,226376
1 1 0,1 1 1 0 0,213983
1 1 1 0,1 1 1 0 0,60164
1 1 0,1 1 1 0 0,122615
1 1 0,1 1 1 0 0,115082
1 1 1 0,1 1 1 0 0,17396
